example_id,split,agreement_tier,dup_group
fpb:dcd9eed838ff8eba,train,50,fpb:dcd9eed838ff8eba
fpb:dce0439ca3d8295f,train,50,fpb:dce0439ca3d8295f
fpb:dce7c84a73f951d3,test,all,fpb:dce7c84a73f951d3
fpb:dcfb1218d239a8b3,train,75,fpb:dcfb1218d239a8b3
fpb:dcfe132153dc4c89,train,75,fpb:dcfe132153dc4c89
fpb:dd034452c65c8bf7,dev,66,fpb:dd034452c65c8bf7
fpb:dd102766eadf8080,train,75,fpb:dd102766eadf8080
fpb:dd1a6db4b1138cca,dev,75,fpb:dd1a6db4b1138cca
fpb:dd2e7c86e67f0cd5,test,75,fpb:dd2e7c86e67f0cd5
fpb:dd404719c4d9372f,test,50,fpb:dd404719c4d9372f
fpb:dd4cb756d2857eac,train,all,fpb:dd4cb756d2857eac
fpb:dd4dc0cdbcd2f834,test,75,fpb:dd4dc0cdbcd2f834
fpb:dd53622d0a3e996f,train,all,fpb:dd53622d0a3e996f
fpb:dd699c9b8eff21ff,train,66,fpb:dd699c9b8eff21ff
fpb:dd71cb37d1858d47,train,all,fpb:dd71cb37d1858d47
fpb:dd74b98fc12c76a7,train,all,fpb:dd74b98fc12c76a7
fpb:dd9593055f0c0f0d,train,all,fpb:dd9593055f0c0f0d
fpb:dda662edb193911b,train,all,fpb:dda662edb193911b
fpb:ddaad701988c3254,test,all,fpb:ddaad701988c3254
fpb:ddac18d567fa6d33,train,all,fpb:ddac18d567fa6d33
fpb:ddba8ad60af04445,dev,all,fpb:565f4a318aafa9e0
fpb:ddbb72a6717cfafb,train,75,fpb:ddbb72a6717cfafb
fpb:ddbc9ee9a6ed5668,train,all,fpb:ddbc9ee9a6ed5668
fpb:ddbcff3e5511432d,train,all,fpb:ddbcff3e5511432d
fpb:ddc0de643d3334e0,train,all,fpb:ddc0de643d3334e0
fpb:ddc5a8079160262f,train,all,fpb:ddc5a8079160262f
fpb:de0ef8739ca709b5,train,66,fpb:de0ef8739ca709b5
fpb:de1f104508608d95,train,75,fpb:de1f104508608d95
fpb:de202fcee5b1492d,dev,all,fpb:de202fcee5b1492d
fpb:de3911996da02a17,test,all,fpb:de3911996da02a17
fpb:de490e851c01207d,train,all,fpb:de490e851c01207d
fpb:de4e934a780d91a9,train,all,fpb:de4e934a780d91a9
fpb:de54e54cfefc3018,train,all,fpb:de54e54cfefc3018
fpb:de60055056b8043a,train,all,fpb:de60055056b8043a
fpb:de613362d67ca930,test,all,fpb:de613362d67ca930
fpb:de78823b7e0db4dc,dev,all,fpb:de78823b7e0db4dc
fpb:de931862bbcaac2b,train,50,fpb:de931862bbcaac2b
fpb:de9c06f9b585a562,train,50,fpb:de9c06f9b585a562
fpb:dea20007bd5eabb1,train,50,fpb:dea20007bd5eabb1
fpb:dea4c5bc6296d1a5,train,all,fpb:dea4c5bc6296d1a5
fpb:dea8558e2eef4f0e,dev,75,fpb:dea8558e2eef4f0e
fpb:deac326812f1eb4d,train,all,fpb:deac326812f1eb4d
fpb:ded7b42d2cfbb052,test,all,fpb:ded7b42d2cfbb052
fpb:deef1350689ddf5a,train,75,fpb:deef1350689ddf5a
fpb:def1d7587b2c0c81,train,75,fpb:def1d7587b2c0c81
fpb:def36bcb7fb6efdb,train,all,fpb:def36bcb7fb6efdb
fpb:df056f2a35c21aea,train,50,fpb:df056f2a35c21aea
fpb:df0b1ccd7bf4fec0,train,66,fpb:df0b1ccd7bf4fec0
fpb:df11b4fc8dd9362a,test,50,fpb:df11b4fc8dd9362a
fpb:df18fa5d4858c97c,train,66,fpb:df18fa5d4858c97c
fpb:df3064ae6cadf2b0,train,75,fpb:df3064ae6cadf2b0
fpb:df373e1e02ef7dfa,dev,all,fpb:df373e1e02ef7dfa
fpb:df57c65a7c3090c4,train,all,fpb:df57c65a7c3090c4
fpb:df65ae47d1e10ac8,train,66,fpb:df65ae47d1e10ac8
fpb:df70dc5f823da224,train,75,fpb:df70dc5f823da224
fpb:df77768347abe4b7,train,75,fpb:df77768347abe4b7
fpb:df7b0c7028e83f50,train,all,fpb:df7b0c7028e83f50
fpb:df8d6fa1a6caf658,train,75,fpb:df8d6fa1a6caf658
fpb:df920277cc5df1aa,dev,all,fpb:df920277cc5df1aa
fpb:df92ea50906da838,train,75,fpb:df92ea50906da838
fpb:df9377104d9e7f9a,train,75,fpb:df9377104d9e7f9a
fpb:df974c96f6eb64f4,dev,all,fpb:df974c96f6eb64f4
fpb:df9bd3e18384d7e0,train,all,fpb:df92ea50906da838
fpb:df9e9e97cf9a71b4,train,all,fpb:6cb4e3793dd5b89a
fpb:dfad9980fd5064be,train,all,fpb:dfad9980fd5064be
fpb:dfb33d5162c6ac5e,train,all,fpb:dfb33d5162c6ac5e
fpb:dfc1eaf8ea09eb89,train,66,fpb:dfc1eaf8ea09eb89
fpb:dfc3f04e3d05c07d,test,all,fpb:dfc3f04e3d05c07d
fpb:dfd53d70d3694e99,train,all,fpb:dfd53d70d3694e99
fpb:dfe34e68bd02d1d6,train,all,fpb:dfe34e68bd02d1d6
fpb:e021bf879d1f037a,dev,all,fpb:e021bf879d1f037a
fpb:e024e01efb8441f6,train,50,fpb:e024e01efb8441f6
fpb:e0252e5fd47dbff5,test,66,fpb:e0252e5fd47dbff5
fpb:e030011b5138dce5,test,75,fpb:e030011b5138dce5
fpb:e0500f78bb0ef9c9,test,50,fpb:e0500f78bb0ef9c9
fpb:e0589328caa1676f,train,75,fpb:e0589328caa1676f
fpb:e05cd58388d803fa,dev,all,fpb:e05cd58388d803fa
fpb:e0634456d909759a,train,75,fpb:e0634456d909759a
fpb:e067eb8fadcf18e0,dev,66,fpb:e067eb8fadcf18e0
fpb:e069d9c2128f869c,train,all,fpb:e069d9c2128f869c
fpb:e07402bec4f72ce0,test,66,fpb:e07402bec4f72ce0
fpb:e07afbe69c451b44,test,all,fpb:e07afbe69c451b44
fpb:e0908202c3a6c55a,dev,75,fpb:e0908202c3a6c55a
fpb:e094d2c0c924151a,train,all,fpb:e094d2c0c924151a
fpb:e09552903afdb97b,train,66,fpb:e09552903afdb97b
fpb:e0a28616cc4a827b,train,all,fpb:e0a28616cc4a827b
fpb:e0aced5bd16c5947,train,75,fpb:e0aced5bd16c5947
fpb:e0b026299f89e344,train,66,fpb:e0b026299f89e344
fpb:e0b5a90509d2b507,train,all,fpb:e0b5a90509d2b507
fpb:e0c2ad126755e41f,train,all,fpb:e0c2ad126755e41f
fpb:e0d82eff2db2d930,train,all,fpb:e0d82eff2db2d930
fpb:e0d88e12e0ebd9a1,test,75,fpb:e0d88e12e0ebd9a1
fpb:e0d9e970560941a3,test,75,fpb:e0d9e970560941a3
fpb:e10e53db40f114e6,train,66,fpb:e10e53db40f114e6
fpb:e11dec81075143de,train,all,fpb:e11dec81075143de
fpb:e1253766a4874f5d,train,all,fpb:e1253766a4874f5d
fpb:e1414c5d75e08b17,test,66,fpb:e1414c5d75e08b17
fpb:e14d0fe939c3ab87,dev,50,fpb:e14d0fe939c3ab87
fpb:e15157b0ec39bdae,train,50,fpb:e15157b0ec39bdae
fpb:e16c7ca4150bfdc6,dev,all,fpb:e16c7ca4150bfdc6
fpb:e171f289f0a10d79,train,all,fpb:e171f289f0a10d79
fpb:e172267adb871c7f,dev,50,fpb:e172267adb871c7f
fpb:e18c88f85b1d3480,dev,66,fpb:e18c88f85b1d3480
fpb:e1984ca5731a0e48,train,50,fpb:e1984ca5731a0e48
fpb:e1a72dabe446bfc4,train,50,fpb:e1a72dabe446bfc4
fpb:e1b2057c616bc4dd,train,50,fpb:e1b2057c616bc4dd
fpb:e1b50578367df0cd,train,75,fpb:e1b50578367df0cd
fpb:e1c99126f40ddeed,train,all,fpb:e1c99126f40ddeed
fpb:e1da3ee0daeb5166,train,all,fpb:e1da3ee0daeb5166
fpb:e1f0da202842d9e0,test,75,fpb:e1f0da202842d9e0
fpb:e21c71e53ba7be28,train,50,fpb:e21c71e53ba7be28
fpb:e224e1d995739ae8,train,all,fpb:e224e1d995739ae8
fpb:e22b44236e3b26d3,test,75,fpb:e22b44236e3b26d3
fpb:e2401ada3dd1b64f,test,all,fpb:e2401ada3dd1b64f
fpb:e25b56a6ae81897e,train,all,fpb:e25b56a6ae81897e
fpb:e25e088034144af6,dev,all,fpb:e25e088034144af6
fpb:e261c07818618f29,test,all,fpb:e261c07818618f29
fpb:e263371944abb496,train,75,fpb:e263371944abb496
fpb:e26eaaa4c91af150,train,75,fpb:e26eaaa4c91af150
fpb:e274df6fb8608a92,train,66,fpb:e274df6fb8608a92
fpb:e298f2f8b2176f7a,dev,all,fpb:e298f2f8b2176f7a
fpb:e2a57fa755d9f437,train,all,fpb:e2a57fa755d9f437
fpb:e2a6d8aa408bdaed,train,66,fpb:e2a6d8aa408bdaed
fpb:e2b9117c6c8cd7b2,train,all,fpb:e2b9117c6c8cd7b2
fpb:e2c883f935aef11e,dev,50,fpb:e2c883f935aef11e
fpb:e2cca621f5c06b7b,dev,all,fpb:e2cca621f5c06b7b
fpb:e2e2a26ece559c5f,test,all,fpb:e2e2a26ece559c5f
fpb:e2e8d0d16fc8b1fa,train,75,fpb:e2e8d0d16fc8b1fa
fpb:e2ea15794d4726bf,dev,all,fpb:e2ea15794d4726bf
fpb:e300a9e10a9c41a7,test,75,fpb:e300a9e10a9c41a7
fpb:e33d71b7658582c7,test,75,fpb:e33d71b7658582c7
fpb:e35bdc678081ed9e,train,all,fpb:e35bdc678081ed9e
fpb:e3623bb7f480f79a,train,all,fpb:e3623bb7f480f79a
fpb:e369f5c12d2055c0,train,all,fpb:e369f5c12d2055c0
fpb:e37e606c9bacb4a4,train,66,fpb:e37e606c9bacb4a4
fpb:e381dee2599d31ed,train,all,fpb:e381dee2599d31ed
fpb:e385206a06921a84,train,75,fpb:e385206a06921a84
fpb:e3877d78d0c3cb6a,dev,66,fpb:e3877d78d0c3cb6a
fpb:e3996141212505e2,train,75,fpb:e3996141212505e2
fpb:e39e4122c39fd165,train,50,fpb:e39e4122c39fd165
fpb:e3a4bbcc0d092025,train,75,fpb:217919455f7b1032
fpb:e3befd579c539031,train,all,fpb:e3befd579c539031
fpb:e3d24caa519ee829,test,66,fpb:e3d24caa519ee829
fpb:e3de8c8a382c3611,test,all,fpb:e3de8c8a382c3611
fpb:e3e653ea82a47699,test,all,fpb:e3e653ea82a47699
fpb:e3e85db75e516391,train,75,fpb:e3e85db75e516391
fpb:e3f3f4cb6e600474,dev,all,fpb:e3f3f4cb6e600474
fpb:e3fca63663bb6390,train,all,fpb:e3fca63663bb6390
fpb:e406b4b37e847f78,train,75,fpb:e406b4b37e847f78
fpb:e40b799112fb9d25,train,all,fpb:e40b799112fb9d25
fpb:e40f15c1e1e251bf,train,75,fpb:e40f15c1e1e251bf
fpb:e414028139e8c039,train,all,fpb:e414028139e8c039
fpb:e41951b9f57969a8,test,all,fpb:e41951b9f57969a8
fpb:e41ce2953e8a7849,train,66,fpb:e41ce2953e8a7849
fpb:e42a545ab0743f09,dev,50,fpb:e42a545ab0743f09
fpb:e45f6d9b9bf57550,train,all,fpb:e45f6d9b9bf57550
fpb:e46c8cfcbc45206a,train,all,fpb:e46c8cfcbc45206a
fpb:e47024897a040012,dev,all,fpb:e47024897a040012
fpb:e477cb974b0dd728,train,all,fpb:e477cb974b0dd728
fpb:e47cc1c0014b055a,train,50,fpb:e47cc1c0014b055a
fpb:e48bc199f908eb8c,train,75,fpb:e48bc199f908eb8c
fpb:e48c1d006dec550b,train,all,fpb:e48c1d006dec550b
fpb:e4a236ab7ebc73c9,train,all,fpb:e4a236ab7ebc73c9
fpb:e4a67a066b6ea5f6,train,all,fpb:e4a67a066b6ea5f6
fpb:e4b00311f736607f,train,all,fpb:e4b00311f736607f
fpb:e4c7a4a054a62e03,train,50,fpb:e4c7a4a054a62e03
fpb:e4cbca0533f5a5a1,train,75,fpb:e4cbca0533f5a5a1
fpb:e4dfc2b3f9535296,train,50,fpb:e4dfc2b3f9535296
fpb:e4e4007e492d6580,test,all,fpb:e4e4007e492d6580
fpb:e5044d1f7f51c16e,test,all,fpb:e5044d1f7f51c16e
fpb:e5229c3c3d0d947b,test,all,fpb:e5229c3c3d0d947b
fpb:e530d875b6602dde,test,all,fpb:e530d875b6602dde
fpb:e535e84b81c73823,train,66,fpb:e535e84b81c73823
fpb:e53e96f0a72110b4,train,75,fpb:e53e96f0a72110b4
fpb:e544b6cff744df75,test,50,fpb:e544b6cff744df75
fpb:e55eddbfb28e6e24,test,66,fpb:e55eddbfb28e6e24
fpb:e5826f89973920c6,train,75,fpb:92a1dde05f9251a6
fpb:e587c5a180c396c0,train,all,fpb:e587c5a180c396c0
fpb:e59eb03830546beb,train,all,fpb:e59eb03830546beb
fpb:e5b8d96f8a8d6203,train,50,fpb:e5b8d96f8a8d6203
fpb:e5d2848f956b31af,train,75,fpb:e5d2848f956b31af
fpb:e5d637b242e77137,dev,all,fpb:e5d637b242e77137
fpb:e5da8a22958495be,train,75,fpb:e5da8a22958495be
fpb:e5e2917c809cffe5,train,75,fpb:e5e2917c809cffe5
fpb:e5e9855a7fb59499,test,all,fpb:e5e9855a7fb59499
fpb:e5eff41132631b4c,train,66,fpb:e5eff41132631b4c
fpb:e5effe8034a2bd84,train,all,fpb:e5effe8034a2bd84
fpb:e5f6b2781dbbe9df,train,50,fpb:e5f6b2781dbbe9df
fpb:e6000d35bd401b9a,test,all,fpb:e6000d35bd401b9a
fpb:e63139e6abab4339,dev,75,fpb:e63139e6abab4339
fpb:e6405d32e5f3f3db,test,all,fpb:e6405d32e5f3f3db
fpb:e64a7f5fdd33934c,train,75,fpb:e64a7f5fdd33934c
fpb:e658b0189d3c10d7,dev,66,fpb:e658b0189d3c10d7
fpb:e674c2cefcdf6753,train,all,fpb:e674c2cefcdf6753
fpb:e692fe89b8926c04,train,all,fpb:e692fe89b8926c04
fpb:e69d30d027245c87,dev,all,fpb:e69d30d027245c87
fpb:e69d61be870dd73e,train,66,fpb:e69d61be870dd73e
fpb:e6ac5885a803ff84,test,50,fpb:e6ac5885a803ff84
fpb:e6c992bb11b5b676,train,75,fpb:e6c992bb11b5b676
fpb:e6d3646da9d9a717,train,all,fpb:e6d3646da9d9a717
fpb:e6d3b50023ba1e1c,test,66,fpb:e6d3b50023ba1e1c
fpb:e6d7832d41a1a4cf,train,66,fpb:e6d7832d41a1a4cf
fpb:e6ec24ce67c15e7d,train,all,fpb:e6ec24ce67c15e7d
fpb:e7001563c52edcda,train,all,fpb:e7001563c52edcda
fpb:e722d734e08ddaf4,train,75,fpb:e722d734e08ddaf4
fpb:e73c862a251b74be,train,50,fpb:e73c862a251b74be
fpb:e748e667b621e1e0,train,75,fpb:e748e667b621e1e0
fpb:e75ba5c9f4904e2c,train,all,fpb:e75ba5c9f4904e2c
fpb:e75f6d3b6586cb69,train,75,fpb:e75f6d3b6586cb69
fpb:e76268274ff9f79a,dev,all,fpb:e76268274ff9f79a
fpb:e77bcc187e16a041,test,all,fpb:e77bcc187e16a041
fpb:e77ea43a199e08e7,train,all,fpb:e77ea43a199e08e7
fpb:e7872d864781b639,dev,all,fpb:e7872d864781b639
fpb:e787c6578e3bd1a0,train,75,fpb:e787c6578e3bd1a0
fpb:e7918c890794e0aa,train,50,fpb:e7918c890794e0aa
fpb:e79922b45514509a,train,all,fpb:e79922b45514509a
fpb:e799d306ca038618,test,75,fpb:e799d306ca038618
fpb:e7af6cd57bae56b4,train,all,fpb:e7af6cd57bae56b4
fpb:e7ca2c18914fe001,test,50,fpb:e7ca2c18914fe001
fpb:e7d5a0fb25b73581,dev,all,fpb:e7d5a0fb25b73581
fpb:e7ee64cd5df5a3d5,train,all,fpb:e7ee64cd5df5a3d5
fpb:e8165e56536e3c15,test,66,fpb:e8165e56536e3c15
fpb:e8170ea9e4b1f7b1,train,50,fpb:e8170ea9e4b1f7b1
fpb:e826f24e6fd488bb,train,all,fpb:e826f24e6fd488bb
fpb:e8304eeddfe06b92,train,75,fpb:e8304eeddfe06b92
fpb:e833d21256a1f0d4,train,75,fpb:e833d21256a1f0d4
fpb:e83b5bf2331558d5,train,50,fpb:e83b5bf2331558d5
fpb:e84e1defb6f8e561,train,66,fpb:e84e1defb6f8e561
fpb:e8581e2a66630fe3,train,66,fpb:e8581e2a66630fe3
fpb:e859f2591fdd2720,train,50,fpb:e859f2591fdd2720
fpb:e862c1d41396eacb,train,50,fpb:e862c1d41396eacb
fpb:e87901a8ff17f72c,train,50,fpb:e87901a8ff17f72c
fpb:e87deb0251c1fddb,test,66,fpb:e87deb0251c1fddb
fpb:e8806944f348ed46,train,75,fpb:e8806944f348ed46
fpb:e88e00350858e415,train,50,fpb:e88e00350858e415
fpb:e893bab42cd6b556,train,66,fpb:e893bab42cd6b556
fpb:e8b2b1d2298ae44c,train,all,fpb:363dd22a1fb5375c
fpb:e8b2caa1aea5675b,train,75,fpb:e8b2caa1aea5675b
fpb:e8c23bd5228cca9e,test,75,fpb:e8c23bd5228cca9e
fpb:e8d3310ebbe23e0f,test,50,fpb:e8d3310ebbe23e0f
fpb:e8d84554efc8631f,train,all,fpb:e8d84554efc8631f
fpb:e8dd708f1c78eeb6,train,66,fpb:e8dd708f1c78eeb6
fpb:e8e0c4113cb42556,train,50,fpb:e8e0c4113cb42556
fpb:e8e368ffde3a493a,train,75,fpb:e8e368ffde3a493a
fpb:e8eed34b1f1d8c1c,train,75,fpb:e8eed34b1f1d8c1c
fpb:e8fab086738cd311,train,50,fpb:e8fab086738cd311
fpb:e92975f8353a39d2,train,all,fpb:e92975f8353a39d2
fpb:e935bac6f6656b4a,train,75,fpb:e935bac6f6656b4a
fpb:e939910eaf60b548,train,all,fpb:e939910eaf60b548
fpb:e93a4e87d144d6b9,train,75,fpb:e93a4e87d144d6b9
fpb:e93caa45c5caaacc,train,50,fpb:e93caa45c5caaacc
fpb:e94e8faaa50607dd,train,75,fpb:e94e8faaa50607dd
fpb:e95d7cd6de5a00fc,train,66,fpb:e95d7cd6de5a00fc
fpb:e9690f23eb27f082,train,50,fpb:e9690f23eb27f082
fpb:e96f0f01e893e9f7,train,50,fpb:e96f0f01e893e9f7
fpb:e9801c42882c4035,train,all,fpb:c4e6baf02007c35a
fpb:e989007bd7f152e5,train,all,fpb:e989007bd7f152e5
fpb:e99e2689d3a63e70,dev,66,fpb:e99e2689d3a63e70
fpb:e9a438afd1694184,train,75,fpb:e9a438afd1694184
fpb:e9a69930f5c98894,train,all,fpb:e9a69930f5c98894
fpb:e9a9adb3386b7f26,train,all,fpb:e9a9adb3386b7f26
fpb:e9b1c639ea0d19da,train,all,fpb:e9b1c639ea0d19da
fpb:e9b96303fdbf84e3,test,75,fpb:e9b96303fdbf84e3
fpb:e9bbd38e27fc4782,train,50,fpb:e9bbd38e27fc4782
fpb:e9c5828dcd04fc66,test,all,fpb:e9c5828dcd04fc66
fpb:e9cdcba34d66d92d,train,75,fpb:e9cdcba34d66d92d
fpb:e9d1b9acb05b3b55,train,all,fpb:e9d1b9acb05b3b55
fpb:e9d966c1ad2eabf6,train,all,fpb:e9d966c1ad2eabf6
fpb:e9ef264fae16f638,train,all,fpb:e9ef264fae16f638
fpb:ea314f2208aaa87c,train,all,fpb:ea314f2208aaa87c
fpb:ea349f66f5f655f6,test,75,fpb:ea349f66f5f655f6
fpb:ea4755a2393cc8d5,train,75,fpb:ea4755a2393cc8d5
fpb:ea5a828dc73c41ed,train,75,fpb:ea5a828dc73c41ed
fpb:ea721502f7851503,train,all,fpb:ea721502f7851503
fpb:ea77b1f97cb60b83,train,50,fpb:ea77b1f97cb60b83
fpb:ea7bc4fe8be91727,train,all,fpb:ea7bc4fe8be91727
fpb:ea88a2ff98f738af,train,75,fpb:ea88a2ff98f738af
fpb:ea96d1f6ca88e122,train,75,fpb:ea96d1f6ca88e122
fpb:ea9e950e547d5d3d,dev,75,fpb:ea9e950e547d5d3d
fpb:eaaa1e71d3aea47f,dev,50,fpb:eaaa1e71d3aea47f
fpb:eaac6a28c31f0e68,train,75,fpb:eaac6a28c31f0e68
fpb:eab155cc8310f352,train,all,fpb:eab155cc8310f352
fpb:eab333bebf3ad3ff,test,75,fpb:eab333bebf3ad3ff
fpb:eab56c19af101ba0,dev,66,fpb:eab56c19af101ba0
fpb:eac3b2ec1e18b9cf,train,66,fpb:eac3b2ec1e18b9cf
fpb:eac7e644e07c864c,train,66,fpb:eac7e644e07c864c
fpb:eacd427d233523bc,train,75,fpb:eacd427d233523bc
fpb:eacdcff462df498e,dev,75,fpb:eacdcff462df498e
fpb:eadf669b6e24cb9f,train,66,fpb:eadf669b6e24cb9f
fpb:eae57bf8457368bf,train,75,fpb:eae57bf8457368bf
fpb:eaecb90c719bcf9b,train,66,fpb:eaecb90c719bcf9b
fpb:eb0677f4df4e5156,train,75,fpb:eb0677f4df4e5156
fpb:eb0ce38ba6ec3930,train,all,fpb:eb0ce38ba6ec3930
fpb:eb24019e8393677a,train,all,fpb:eb24019e8393677a
fpb:eb2a83fc3b516ecc,dev,all,fpb:eb2a83fc3b516ecc
fpb:eb4d87fed9304133,test,66,fpb:eb4d87fed9304133
fpb:eb5d44af08fcbe8c,train,all,fpb:eb5d44af08fcbe8c
fpb:eb62ad53710d68ce,test,66,fpb:eb62ad53710d68ce
fpb:eb67c949b08a715a,dev,75,fpb:eb67c949b08a715a
fpb:eb6b06b392627d6c,dev,50,fpb:eb6b06b392627d6c
fpb:eb754f25bfbd5635,dev,all,fpb:eb754f25bfbd5635
fpb:eb78dbb8e514d981,test,all,fpb:eb78dbb8e514d981
fpb:eb7cc9609334fbb1,train,66,fpb:eb7cc9609334fbb1
fpb:eb93607aebe484f7,train,50,fpb:eb93607aebe484f7
fpb:eb94813a46f2743d,test,75,fpb:eb94813a46f2743d
fpb:eb999aad7c349472,test,50,fpb:eb999aad7c349472
fpb:eba63f639820e3c0,test,all,fpb:eba63f639820e3c0
fpb:eba9aa7cc2831555,train,all,fpb:eba9aa7cc2831555
fpb:ebaa278968874bdb,train,all,fpb:ebaa278968874bdb
fpb:ebb10aeca634746e,train,50,fpb:ebb10aeca634746e
fpb:ebc0b2f49937e305,train,50,fpb:ebc0b2f49937e305
fpb:ebfc08feaaf07a16,train,all,fpb:ebfc08feaaf07a16
fpb:ec138c1ed83cb5dd,train,75,fpb:ec138c1ed83cb5dd
fpb:ec181a6953a4762a,train,75,fpb:ec181a6953a4762a
fpb:ec289e08d3b98305,train,all,fpb:ec289e08d3b98305
fpb:ec4975b058bae8ac,train,all,fpb:ec4975b058bae8ac
fpb:ec4a32302eacd4f8,train,all,fpb:ec4a32302eacd4f8
fpb:ec60703b09bb4134,train,50,fpb:ec60703b09bb4134
fpb:ec8e8586e9333b48,test,75,fpb:ec8e8586e9333b48
fpb:ecb42cd52939f80f,train,75,fpb:ecb42cd52939f80f
fpb:ecc50d1a96505ea6,train,50,fpb:ecc50d1a96505ea6
fpb:ecd1076046930626,train,66,fpb:ecd1076046930626
fpb:ecd2eb9b00fa28e3,train,75,fpb:ecd2eb9b00fa28e3
fpb:ecdba179c6fe2e40,train,all,fpb:ecdba179c6fe2e40
fpb:ece2183620c1984c,test,all,fpb:ece2183620c1984c
fpb:ece2d233c0be60d0,train,66,fpb:ece2d233c0be60d0
fpb:ece950349dea10c7,train,75,fpb:ece950349dea10c7
fpb:eceb0f79d1e61d8c,train,66,fpb:eceb0f79d1e61d8c
fpb:ecf1b137a84a3134,test,all,fpb:ecf1b137a84a3134
fpb:ed0714480a2152ad,train,all,fpb:ed0714480a2152ad
fpb:ed0f455bd9a70994,train,all,fpb:ed0f455bd9a70994
fpb:ed17ebec9e388314,test,all,fpb:ed17ebec9e388314
fpb:ed25e1eeae735854,train,all,fpb:ed25e1eeae735854
fpb:ed2fbc87cebd49b7,train,50,fpb:ed2fbc87cebd49b7
fpb:ed3684d5782e1258,train,75,fpb:ed3684d5782e1258
fpb:ed3aa2f7dab13c82,train,66,fpb:ed3aa2f7dab13c82
fpb:ed43e4b8a4dd8171,test,75,fpb:ed43e4b8a4dd8171
fpb:ed4adc31dcfb838e,train,all,fpb:ed4adc31dcfb838e
fpb:ed5121a43a73743d,test,all,fpb:ed5121a43a73743d
fpb:ed554b0e52171209,train,50,fpb:ed554b0e52171209
fpb:ed700fc4a75e1cc2,test,75,fpb:ed700fc4a75e1cc2
fpb:ed764c8bcf30aa43,train,all,fpb:ed764c8bcf30aa43
fpb:ed838b1feb38cbd7,train,50,fpb:ed838b1feb38cbd7
fpb:ed847b0366825c5e,train,50,fpb:ed847b0366825c5e
fpb:ed853cb50a52ed9c,train,66,fpb:ed853cb50a52ed9c
fpb:ed860216acaa30a6,train,75,fpb:ed860216acaa30a6
fpb:edab2f3c67e83341,train,all,fpb:edab2f3c67e83341
fpb:edbafedd36a59469,test,50,fpb:edbafedd36a59469
fpb:edcec12effff65b8,train,all,fpb:edcec12effff65b8
fpb:eddda04b0b6e52c4,train,66,fpb:eddda04b0b6e52c4
fpb:edf2ea4b4ac5ecdd,test,all,fpb:edf2ea4b4ac5ecdd
fpb:ee05bc19bab69c3e,train,75,fpb:ee05bc19bab69c3e
fpb:ee05f48116263f6a,train,75,fpb:ee05f48116263f6a
fpb:ee10fe50f9b0f637,train,all,fpb:ee10fe50f9b0f637
fpb:ee1a1d742ceed06e,train,50,fpb:ee1a1d742ceed06e
fpb:ee1a1ef22d5f043c,train,66,fpb:ee1a1ef22d5f043c
fpb:ee2fa4da327cb18e,train,50,fpb:ee2fa4da327cb18e
fpb:ee30557b0a53ad68,train,all,fpb:ee30557b0a53ad68
fpb:ee3463536f174e6b,train,75,fpb:9f9503069fc486ad
fpb:ee3679487f134f61,test,75,fpb:ee3679487f134f61
fpb:ee86348cff254777,train,all,fpb:ee86348cff254777
fpb:ee8fdcab67f2b112,train,50,fpb:ee8fdcab67f2b112
fpb:eea2766696c74a46,train,all,fpb:eea2766696c74a46
fpb:eeab88c78fb8bda6,test,50,fpb:eeab88c78fb8bda6
fpb:eeb252fa35d5d234,train,75,fpb:eeb252fa35d5d234
fpb:eebb1ce9f8ea142a,test,all,fpb:eebb1ce9f8ea142a
fpb:eecb3621c6ad63b8,test,all,fpb:eecb3621c6ad63b8
fpb:eed74f0f5716a27e,test,75,fpb:eed74f0f5716a27e
fpb:eef6d9fb51452601,train,75,fpb:eef6d9fb51452601
fpb:eef87605e8a697d9,train,66,fpb:eef87605e8a697d9
fpb:eefdf82bd6aefbdf,test,all,fpb:eefdf82bd6aefbdf
fpb:ef0da49c619dbd4e,train,all,fpb:ef0da49c619dbd4e
fpb:ef1dedebc628016d,test,66,fpb:ef1dedebc628016d
fpb:ef20e88e7a5f2833,train,all,fpb:ef20e88e7a5f2833
fpb:ef233f7bcab6c126,train,75,fpb:ef233f7bcab6c126
fpb:ef33905953cc3cd7,test,all,fpb:ef33905953cc3cd7
fpb:ef499e379428fcd2,train,all,fpb:ef499e379428fcd2
fpb:ef4bed54d1d0007c,train,50,fpb:ef4bed54d1d0007c
fpb:ef4c031b5505774f,train,all,fpb:ef4c031b5505774f
fpb:ef54b1f3637d82eb,test,all,fpb:ef54b1f3637d82eb
fpb:ef56526f13e39daf,dev,75,fpb:ef56526f13e39daf
fpb:ef7fa0c801c7b45b,train,all,fpb:ef7fa0c801c7b45b
fpb:ef90632e71170fd3,train,all,fpb:ef90632e71170fd3
fpb:efabca75f0d9188e,test,all,fpb:efabca75f0d9188e
fpb:efb946eb2ea85264,train,all,fpb:efb946eb2ea85264
fpb:efc9ca1b846fe0d9,train,all,fpb:efc9ca1b846fe0d9
fpb:efcf97772aea945a,train,75,fpb:efcf97772aea945a
fpb:efcfff457f736f57,test,75,fpb:efcfff457f736f57
fpb:efd87662ada57ab7,dev,all,fpb:efd87662ada57ab7
